GSM107847 GSM107848 GSM107849 GSM107851 GSM107852 GSM107853 GSM107854 GSM107855 GSM107856 GSM107857 GSM107858 GSM107859 GSM107860 GSM107861 GSM107862 GSM107863 GSM107864 GSM107865 GSM107866 GSM107867
BRF1 6.59232467172477 6.50980477015215 6.65604398934598 6.6018722816241 6.58173406124417 6.43981165520562 6.44863630336061 6.37671054943281 6.44895271644786 6.45202942765715 6.52602580953586 6.55396427017432 6.44801040289523 6.49323202281139 6.46456428916956 6.50588719473827 6.58367625652078 6.40832967295484 6.48840137451302 6.43224555716879
C15orf27 6.32800724650175 6.18991675127641 6.07627934843624 5.96503454137469 6.08900386920024 6.07430841274731 6.3719692411289 6.0698318416398 6.35606879590876 6.18141307713951 5.97474049038066 6.33051976513941 6.03050343336229 6.18776087543673 6.31931756241964 6.3640236461253 6.15777122159493 6.06683188946538 6.24782486852067 6.38275417067099
NCRNA00258 6.09702375819419 6.15154609496064 6.31339655061523 6.23776668049923 6.21621363304907 6.11745688203613 6.26844069361259 6.36644356696883 6.29062250063328 6.24882011502683 6.20207868687103 6.20771110698461 5.93516837491533 6.00047120129519 5.95112482006886 5.91495716237163 6.07410139213638 6.04741639964021 6.16015659324425 6.1007632131979
CALML6 6.22757224080636 6.35097482224792 6.15347395302186 5.96503454137469 6.19577575806033 6.27819872146998 6.22485546860147 6.08907376142917 6.02151969757654 6.2920697047491 6.22107413543538 6.27722429971781 6.14144334421787 6.26378543571768 6.17889101510007 6.23569624888228 6.20573881443789 6.23072847572207 6.289738975242 6.3305938600344
NLRP5 6.34728168565361 6.31670578684674 6.42657684530587 6.35695675435726 6.04397971439897 6.09604395026168 6.06101919807417 6.19942852939619 6.15008786256382 6.03634496762873 6.06160965302928 6.02579280575258 6.16264316755024 5.88485436520037 6.19980835501287 6.34637533457392 6.45100480129156 6.06683188946538 6.1142402696443 6.20101044806407
ODF4 6.40569047973548 6.28761863320748 6.43098422296462 6.43539383281849 6.26591088310123 6.44269931299886 6.31684510674707 6.25404692276372 6.44000808374151 6.44583403410564 6.23274409772503 6.30213522997506 6.38120229302664 6.29942553299026 6.29854587813085 6.32138826084757 6.42010030443957 6.30377872708621 6.26709409305649 6.4083040908913
CLEC4F 6.54386739016372 6.31670578684674 6.31339655061523 6.61787287301043 6.78011863790333 6.35231716945981 6.15690467904279 6.53026197059013 6.17448165408976 6.24882011502683 6.34746881053741 6.27722429971781 6.39536058611827 6.37080076931979 6.4296799262073 6.49793819133567 6.5031227655678 6.63363401887531 6.68478204046155 6.39973012304953
DEFB106A-DEFB106B 6.62880148932724 6.52345530757511 6.6059579567847 6.59791407383583 6.57910295622413 6.56897402399494 6.38042606393743 6.40594692702332 6.53558191074673 6.60718821634889 6.25829345611619 6.51762502280054 6.62288422353723 6.42046930199778 6.62340956071219 6.44250041960405 6.60763707767182 6.61512079364855 6.43585707424043 6.549560474596
WFDC9 6.25994435530601 6.10531490641099 6.28588406824058 6.37146676936638 6.23135191411709 6.21659537402969 6.2308038631645 6.08894713146756 6.36010026513044 6.32062167627972 6.16332060643757 6.27716044959884 6.231662399253 6.14469710114281 6.27574416146349 6.34281496574533 6.4581810183052 6.15084822616947 6.409724827337 6.24787636306019
NEDD1 7.82838225572855 7.75962969797519 7.58980349431583 7.80654217458285 7.67263351547515 7.92669713919866 7.89979335196666 7.84815445628367 7.92468860415254 7.97689696448018 7.97836847128387 8.23636496448808 8.08338041501701 8.15932182146686 8.15007585693187 7.70427788417427 8.20490779190975 8.25030306488779 8.51611701897409 8.08271133011165
TTLL10 6.56047869615585 6.33394205193934 6.26203379327364 6.29859223026473 6.15401036489513 6.27819872146998 6.28974927395643 6.19942852939619 6.07432960757649 6.13465925445757 6.46367664830472 6.1643365376362 6.48224046424067 6.35350708829248 6.30007425339661 6.32850845981368 6.28230238869757 6.29799342828499 6.16015659324425 6.18151052130495
CALR3 6.00292947203597 5.87366852710908 6.0360757837928 5.77833351846483 5.76757833678704 6.00706514300796 5.87616538274659 5.90589419676341 5.9384933415956 5.90320989439991 5.85823859812404 5.99311119711462 5.83308505201753 5.9322186057391 5.8488949959969 5.96207107634884 5.92923601540073 5.94621491328103 5.88735265501796 5.94757366804037
C10orf25 6.28866822003546 6.31670578684674 6.36299340706507 6.21690795850193 6.25624078442054 6.27819872146998 6.28974927395643 6.31833727413004 6.26813026956233 6.15822554984845 6.36465408254179 6.33051976513941 6.26420698312651 6.18776087543673 6.28057079829661 6.29209688617543 6.42422234581907 6.37789086584144 6.22640215385307 6.29474227805631
ETV3 6.20661811267654 6.20872605222063 6.33011899947706 6.3377630683778 6.31427329493436 6.43991179360967 6.22485546860147 6.26857141495977 6.17448165408976 6.27060697029706 6.36465408254179 6.24981961312516 6.37733866418924 6.2451515629438 6.06949800907416 6.23569624888228 6.18992616008735 6.21341052969366 6.31024806292644 6.49759341405685
KLHL10 5.88767625308759 5.94253238671723 5.89669911579594 5.92558048122265 5.89781347396706 5.87055308964361 5.91254198949935 5.7930874934709 5.89504215392412 5.82986918658882 5.92629700024264 5.86847833784665 5.77264141343594 5.83502179377163 5.9262384231994 5.89883091162078 5.95507686536352 5.81000043278321 5.91414888581377 5.78211176083186
TM2D3 8.03741999441568 8.40616281938949 8.18168411967292 8.15794298503242 8.23702837006451 8.2143569604145 8.26508398724819 8.28968013872286 8.37757788986028 8.32276635288708 8.17586993841663 8.29281798775451 8.30446855608805 8.29001374706233 8.24309539172155 8.05529683933445 8.18992271881618 8.00313017528472 8.22074266087684 8.05057527679226
ZNF485 5.67705632260058 5.84990136355271 5.74327822824328 5.59649556106049 5.62199539823049 5.88752155851694 5.69636870768409 5.69602736784684 5.75656654694308 5.87504244275328 5.78353663183893 5.87251766094727 5.77920040224537 5.86057608203018 5.7388651106864 5.65311213635251 5.78932664587694 5.74397628163457 5.88735265501796 5.85213205285992
WDR17 6.32044557417895 6.67627163677107 6.47221906165294 6.44355900380698 6.64342685935976 6.41268148367663 6.52658566221694 6.36389063143342 6.41023204097798 6.56392080134266 6.67276600068732 6.54914671733829 6.40504048403094 6.54325536449572 6.44125432099315 6.13650025381173 6.40739226200919 6.42759869347984 6.34737300496543 6.32667230006566
MFSD6L 6.38507483985431 6.20872605222063 6.37915390250221 6.37589843879014 6.50907273262444 6.159352265817 6.20255892555944 6.1816123428097 6.19846983886942 6.33406040933221 6.60052697813041 6.24981961312516 6.41316015840306 6.12799229420922 6.30007425339661 6.13650025381173 6.36911807502539 6.34646083737412 6.09072221676657 6.51327750280107
CDH23 6.23789931115478 6.19563357194543 6.21708892874288 6.26817945538198 6.13250506503469 6.19502113938528 6.12164124253971 6.28525503563285 6.13639972322295 6.24882011502683 6.15997022609362 6.29294203579407 6.20998353549572 6.19196267569815 6.26066271524791 6.21626432507884 6.25957794280189 6.29649495747171 6.23392538726422 6.24787636306019
ANKAR 5.72015719097787 5.77416957243218 5.75523200273287 5.74693797700675 5.71080795912731 5.75303071181076 5.81749464763725 5.80435081070706 5.82133067788738 5.8256778055472 5.75563656874893 5.74803823050635 5.9179222035501 5.70538739539598 5.7388651106864 5.94811481283018 5.94656063730256 5.77735849017307 5.79837554504569 5.88459569149315
MEGF11 5.95347625211049 5.96500522288731 5.88582525563365 5.98983801251034 6.04397971439897 5.96042948604696 5.98467680725976 6.03056055295739 6.07432960757649 6.11070161106035 5.97474049038066 6.05775045684794 6.0072537382996 6.18776087543673 5.99964565787477 6.00769496150564 5.96683871669193 6.0077835357987 6.04250377519177 5.90064194108847
GPR182 6.20414349663725 6.1990761320858 6.24277030741367 6.2786476207695 6.18768169191294 6.22632137882248 6.40159936760588 6.26371752534494 6.10999476822298 6.33406040933221 6.15316114437108 6.41908705273504 6.23725048999595 6.21209242708 6.1127393218956 6.22627131435986 6.35437925808824 6.16372373121491 6.25528418787952 6.30308401422209
ESX1 5.92809908809625 6.13197116425123 6.09596866503332 6.15245890882373 6.31427329493436 5.93653389236016 6.26844069361259 6.1268044013619 5.96670302960383 6.01068270684353 6.34746881053741 6.35644693297512 6.20413054417087 6.33600359184927 6.41186255492115 6.34637533457392 6.41064233503529 6.1235582132018 6.22640215385307 6.12137766496637
C8orf12 6.22757224080636 5.84990136355271 5.83985689352399 5.96503454137469 5.71109549987244 6.02982958294215 5.78906606325518 5.86182420199449 5.81979232359284 5.95794681339438 5.78353663183893 5.97648851145096 5.98362322618948 5.9322186057391 5.7388651106864 6.11581554084853 5.96683871669193 5.96703109593075 5.88735265501796 5.66822153496269
SCGB1C1 5.73673973084446 5.94270740515527 5.6663498207944 5.9397971766427 5.87431388283729 6.02982958294215 5.81868728145832 5.88402746441384 5.880363257692 5.8463140891143 6.01882879244307 5.95967206931812 5.80639427951457 5.81075836882634 5.7388651106864 6.05192018141654 6.00348619875307 5.90365925595935 5.96701283355107 6.0798499350513
DNAJC5G 6.56047869615585 6.55583983613006 6.70821960009079 6.72516764858231 6.42377243452553 6.49002437979167 6.44975507238412 6.47282078289173 6.31276944928702 6.52743019550114 6.6850425478304 6.47952264325176 6.77158419205278 6.56360877212981 6.49882726467152 6.62047153312216 6.66057051324621 6.62055502726017 6.42753290388637 6.4817369436666
WDR88 6.03888908944098 6.00859288996261 6.03917266787932 5.99955304381667 5.89781347396706 6.03754526840441 5.82968763638482 5.87189997639801 5.86350954814098 5.8463140891143 5.80689992008155 5.76752928486447 5.96558533436042 5.96670364759859 5.85914702206972 5.85246201205378 5.82014143090494 5.84754538704025 6.13573548279723 5.96976293571994
PRUNE2 5.97841474402571 5.92005955054715 5.88582525563365 5.98983801251034 5.94948335768463 5.81073223719691 5.8477125523274 5.88402746441384 5.880363257692 5.8463140891143 5.80886949640286 5.70100153430507 6.05338439082469 5.81075836882634 5.87513954605754 5.86625260101808 5.94815987038625 5.85981009986147 5.88735265501796 5.77616469462995
MBD3L2 6.38507483985431 6.38444870989909 6.31339655061523 6.48460541754082 6.45850006664383 6.4228131747028 6.43069825123968 6.39764577441997 6.39810639972485 6.37486344564288 6.46367664830472 6.47952264325176 6.07590812436947 6.28218170221173 6.44727993608982 6.2547425028274 6.29713932719195 6.29799342828499 6.35041178251478 6.34819099982766
ADAMTSL1 6.01081207852662 5.97350764559541 6.05376123550915 5.98324124572234 6.0126843974034 5.95730846018776 5.98087998991729 5.91344106738567 5.98931611587096 5.97600649744348 5.97029039154788 6.05212815330305 5.99166547320812 5.9400624401992 5.88974629827326 6.12848931547948 5.98107799719153 5.96653035737115 6.02588940511359 6.06430440790418
MBD3L1 5.99248305617383 6.03568034453067 6.05639476986498 5.88408576548758 6.03542853489662 5.96409455961652 5.97298537114899 5.98120043764898 6.10894936165885 5.97265381844836 5.93987575349293 5.95435632064484 6.09968767902092 5.96163820257939 5.97047262462377 5.93793687792011 5.93838504205988 5.91495257877715 6.00713524414988 6.02995559686919
FAM46D 5.54972930515888 5.671572556868 5.69245105360235 5.74957453294274 5.71109549987244 5.67290408125391 5.81868728145832 5.64493350320293 5.78852575468635 5.66078226169628 5.75775098773447 5.81758042550512 5.80639427951457 5.78518922234289 5.9262384231994 5.56430040271579 5.61081888590755 5.69490688048467 5.80303567328191 5.74992655834193
SERPINB11 5.79405191624689 5.84990136355271 5.81631154248499 5.8879581230926 5.82193294113878 5.91223584603365 5.69636870768409 5.90589419676341 5.81979232359284 5.93083792723912 5.95218058935809 5.83612624823924 5.93516837491533 5.90873084542024 5.8488949959969 6.11581554084853 5.87092793921323 5.79143151812114 5.94094511660958 5.87659087233628
NCRNA00161 5.83034144017462 5.72386443255464 5.80394631183555 5.78411775330595 5.77815824468358 5.78395133741149 5.88469982070121 5.89999414257261 5.93142768113142 5.84856361466251 5.72930317467057 5.87344506366484 5.78195187830875 5.82288265218654 5.73432043676644 5.88446383860052 5.86214923689613 5.79067584647635 5.92620440343904 5.86311639822166
DSCR10 6.34004873469744 6.27985043723428 6.44382830259551 6.25818365790472 6.39647240130011 6.37891332210083 6.31074770662102 6.29307272745325 6.38852468009279 6.4140130347002 6.23982272829148 6.28311155868457 6.53187109874267 6.2332383267958 6.32630859356018 6.48972147798258 6.30358475638685 6.35676325723983 6.33931604550822 6.39124214686026
ABHD11 6.83078638216816 6.68234743124168 6.70821960009079 7.06568858176262 6.93611102189351 6.68906659899593 6.99501394429713 6.98529476613189 6.679518519477 6.93466671494156 6.79053982442325 6.96565388922254 6.82574931708625 7.0875187122531 6.93284599701791 6.97076021496554 6.97850671487545 6.97930422431661 6.9818512393438 7.04266201016934
ACAP2 8.59292659740665 8.64621991949107 8.64840538253951 8.41764116729357 8.42697685074808 8.66517759701758 8.49349380706371 8.65677531109855 8.60551929018941 8.59306317362545 8.44622515285569 8.39488445242852 8.3560609917131 8.45926447088485 8.20800805314018 8.11194054670731 8.1771044844959 8.64846523656477 8.55959532857762 8.56891156074414
GAMT 7.10439280917375 7.12007772338636 7.0685889158956 7.26173355958055 7.04294701372601 7.33527742243068 7.22257581713489 7.26453783416199 7.19080056380146 7.12608401529318 7.00299707654566 7.21983059793402 7.13552442465429 7.14895246090832 7.19489731308751 6.9239334401505 7.10193665326363 7.10670650198221 7.15057543989959 7.23465144910964
PLCD3 6.91926248143967 6.86235046408747 6.92894013969218 6.92962280601512 6.8219768123545 6.99114629833653 6.9850066239981 6.94260765706808 7.02582592323719 6.976387062117 6.98917922071036 6.94084778838183 6.92245293249918 6.74999126115266 6.90099195114362 6.93621734784715 6.93078513403505 6.88473512032786 6.92419336778336 6.86044018508318
IRF6 5.82187625406469 5.96500522288731 6.07627934843624 5.98983801251034 6.02092952023901 5.83678544969822 5.87616538274659 5.96957351233125 5.90972105015623 5.98455570327682 5.88230375582733 5.81758042550512 5.93516837491533 5.86057608203018 5.9755892070284 6.02997702464229 5.89062696466554 5.98755120201416 5.99261789644636 6.01522724011842
PTPRC 5.79405191624689 5.82573609912667 5.88582525563365 5.83418678456139 5.76757833678704 5.91223584603365 6.03601791574352 5.7930874934709 5.81979232359284 5.93083792723912 5.70475452549746 5.83612624823924 5.69440106288234 5.9553301004505 5.76716922407058 5.96207107634884 5.87092793921323 5.88190126084106 5.88735265501796 5.77616469462995
MAN1A2 6.36431946660673 6.41385697711801 6.47123109772442 6.38690034469902 6.42046609990651 6.34890342201792 6.50986355437545 6.46852949821622 6.49894844988272 6.56395096092108 6.62993933668987 6.56531284025551 6.35781445217595 6.53154905927929 6.55879181738227 6.62310046647417 6.49898975214035 6.33581460603348 6.49383023900551 6.43825680562727
RAPH1 7.27513468555973 7.2437845347389 7.39693350070609 7.16703851839807 7.30390146822015 7.24087316438976 7.26622917494562 7.28136471483417 7.39143149454732 7.36760796866516 7.62604863027525 7.541348274149 7.25877250063606 7.66575813414305 7.69962732053194 7.33525521479817 7.3426367356518 7.54775620786968 7.50212188771418 7.44552954249061
SMCR8 6.45781476811784 6.46488547579465 6.62934525676284 6.55277738880108 6.58960995390177 6.73134608766543 6.33144489055162 6.47282078289173 6.87079307846762 6.69791881437913 6.43141844325731 6.73804534367162 6.46527800502947 6.60803748537634 6.596705344406 6.69208561075009 6.82316268957146 6.5533201234147 6.44618582138155 6.54414324796379
LACTB 5.92809908809625 6.28160290683229 6.05631760289341 6.03820121188518 6.08900386920024 6.35231716945981 6.26844069361259 6.28535149852117 6.17448165408976 6.08633940244483 6.10315838709999 6.07346768445107 6.11992735171206 6.12799229420922 6.02330755392044 6.02997702464229 6.09122805516982 6.17813823913714 6.35041178251478 6.25797702861652
BNC1 6.08335179929814 6.34938321037524 6.25939695103635 6.29347419968895 6.23288770286359 6.14805462309456 6.09646129739316 6.19052043610294 6.30067530757063 6.1406448385703 6.3880741633526 6.34826055839747 6.16202894794147 6.2706339818646 6.53181937356534 6.38945473153904 6.45002802390719 6.32905286078249 6.24766814131897 6.27460072394587
MPP4 5.78413661872476 5.83375964295537 5.74667947457441 5.73061289105566 5.87224747780849 5.8223459980715 5.86137759856035 5.65643746557667 5.90502272613144 5.83573248426991 5.71315143876246 5.82855519384948 5.78971523853784 5.75315611969028 5.65046033496706 5.80348659058216 5.76424334759433 5.81000043278321 5.7628315087252 5.88791189443714
LACE1 5.72015719097787 5.87289782483691 5.80394631183555 5.89627788791382 5.85853084723583 5.92004993465915 5.91619467979358 5.94224239120707 5.87546912062943 5.92143394061127 5.84183833684693 6.01842709929174 6.02383629087179 5.97946190715532 5.9899150561145 6.03264043965148 5.87126593886313 6.01963626185882 6.00644506947225 6.09151041785664
IDI2 6.42190318870803 6.41716351391819 6.36299340706507 6.55277738880108 6.4412407395403 6.25905847453963 6.28974927395643 6.1268044013619 6.02151969757654 6.2920697047491 6.38163705488788 6.50292621748441 6.30291166081272 6.35350708829248 6.39382238623258 6.51383619814086 6.35500675009383 6.21341052969366 6.33046968292795 6.44949140336641
CYP11B1 5.8595783225416 6.02226375502932 5.88422729714514 5.93994717733744 6.04526375794318 5.93148631864217 5.99623011583793 5.813402794769 5.85912750571484 5.83898225048842 5.89180499339176 5.90505642574221 5.94115120194202 6.00438380466087 5.98520660529647 6.15136503835208 6.03391593022289 6.00764362951295 6.03598490103339 5.95134868915987
TAF8 6.60919497540829 6.64139854039833 6.56015372999423 6.66483668451352 6.47555535684391 6.58531169100495 6.31074770662102 6.42818741847068 6.43895371691164 6.5092186367317 6.39842243497404 6.67762676973924 6.65674280647904 6.51776826986488 6.77454341995329 6.73340757573092 6.49026871849128 6.69730744429641 6.46460064898991 6.49759341405685
COBL 6.05055191658142 5.85943185669827 5.87442470157268 6.04366880066027 6.04236357080404 6.00542115255374 5.81390487064289 5.99228995891212 5.87761439214509 5.94559386661764 5.8821063374875 5.83474737652248 5.89722968604841 5.85974460712329 5.97477298855992 5.93315687525471 6.01602395694615 5.99168415653163 5.99592447584448 5.89985286045014
SLAMF6 6.2482263815032 6.52615431046288 6.73358104958355 6.78307664053904 6.6806713410951 6.20006529592745 6.44975507238412 6.39764577441997 6.41867461658799 6.41454415322997 6.41501476778071 6.19339732221287 6.48224046424067 6.51776826986488 6.68836284397063 6.70599151931946 6.66057051324621 6.58059122677175 6.5704107217174 6.43309427737134
ZSCAN20 5.95347625211049 6.11212698208578 5.99471969587487 6.06178812849958 6.02092952023901 6.159352265817 5.95830445255184 6.0698318416398 5.9384933415956 5.95794681339438 6.10315838709999 5.8903748312895 6.0072537382996 6.04424263934183 6.09205025325064 6.05192018141654 6.15777122159493 5.98755120201416 5.99261789644636 5.99302668835635
GPBAR1 6.34728168565361 6.51107930433754 6.5742600545758 6.3377630683778 6.52554386582482 6.61572509632499 6.50546020617593 6.54427190311755 6.53628186321378 6.77615862726321 6.46367664830472 6.36923785721648 6.68632148014938 6.43797417991772 6.54859619126522 6.46560675782429 6.51586329817071 6.58059122677175 6.5007398163422 6.34819099982766
RHBDL2 6.09702375819419 6.09200603811466 6.22674709409461 6.19574323276916 6.06666742259811 6.00706514300796 6.22485546860147 6.14530602859796 6.04816627295186 6.08633940244483 6.34746881053741 6.23591955599639 6.11992735171206 6.18776087543673 6.13612392960187 6.2547425028274 6.09122805516982 6.06683188946538 6.18257812985505 6.29474227805631
FRAS1 6.04901675863237 5.83781873133969 5.99334584348679 6.02581307050496 6.03245461731899 5.92315613097462 5.99762626806714 6.04017423586178 5.9384933415956 6.01045033545278 6.12292709539833 5.9761009204294 5.98342647621748 5.98718553525825 6.02330755392044 6.11566509991138 6.00337273936683 6.08548730642101 5.97936077905412 6.01522724011842
BRSK1 6.34728168565361 6.26372589846169 6.26203379327364 6.46704692735971 6.35170406305993 6.35231716945981 6.61080557498398 6.39764577441997 6.45895171598408 6.41454415322997 6.36465408254179 6.36923785721648 6.30291166081272 6.66522439955309 6.26080006700498 6.48186304192431 6.12488325396214 6.63363401887531 6.35041178251478 6.39973012304953
CRB2 6.42190318870803 6.07160050331015 6.0360757837928 6.39459465319009 6.25624078442054 6.02982958294215 6.20255892555944 5.83927388922629 6.07432960757649 6.06155873030548 6.08253358435909 5.90801367680608 6.14144334421787 6.06564022509627 5.9755892070284 6.3640236461253 6.15777122159493 6.2478410055965 6.24782486852067 6.1007632131979
KCNE4 7.01079309693166 6.91775073879068 7.11757377197123 7.1002690517004 7.28467676894751 7.24087316438976 7.15451457578039 7.38620104477775 7.34919586413723 7.37768133541804 7.29957028794919 7.47188840284595 7.4775704268247 7.46299269652288 7.19489731308751 7.04921882580305 7.1999297213906 7.06869032066458 6.6530191267261 7.0957140104191
CD300LG 6.05055191658142 5.89630438435399 6.09118157937109 6.03800519293119 5.96158868223998 6.09604395026168 6.13178906181681 5.95820541342358 6.0964207665926 5.98455570327682 5.93523957471607 6.03275202067914 6.09657330045627 6.05303474447795 6.01031141457151 6.00489355419133 6.00617444422 6.07615628479619 6.21224416628537 5.98447656420724
SLC34A3 7.00750295393899 7.01931542584002 7.05299109634946 7.1353683145205 6.91857507658276 6.95929521872293 6.77085596914734 6.77408710576292 6.99377690505501 6.93983023646316 6.98669181457055 6.87645476883474 6.993233511779 6.95296626630576 7.03631009386426 7.03287359122797 6.87276606892293 7.03824337066371 6.9877302868246 6.87578084575706
CPA6-CPB1 5.61479698533904 5.5878382613203 5.52825270302022 5.59649556106049 5.49393090676107 5.5834090027979 5.56271093568194 5.64493350320293 5.62114165819822 5.59322863866469 5.59253766948272 5.57416794561051 5.72322487408931 5.67812484221498 5.65046033496706 5.65311213635251 5.53774116172676 5.66973180756394 5.74395601015962 5.63992489034226
WBP2NL 5.51606086692537 5.61629309969047 5.6663498207944 5.62843832996919 5.62199539823049 5.5834090027979 5.72793423916795 5.69602736784684 5.62114165819822 5.52235591500623 5.62142070782791 5.65995021277346 5.66498963545125 5.78518922234289 5.65046033496706 5.62411145431624 5.63437808857315 5.61802418024549 5.68235337146469 5.55154442518996
HIPK1 7.66708035578406 7.62383376730954 7.63433152981049 7.51263142745533 7.69768307468419 7.3351185837344 7.40335020236829 7.70875472809466 7.47791222289743 7.27498459630182 7.78734016287112 7.6115898424596 7.4524634759053 7.6395013489583 7.51237517679644 7.56447682318087 7.57756571059934 7.65187566170804 7.31423265070669 7.80923824297797
MTBP 6.19672348264424 6.15225413022312 6.30985824606534 6.14837696549998 6.3424070649267 6.16668344364347 6.17101030971307 6.43542747455627 6.13289492303249 6.01795110103756 6.27374193895154 5.98479985428279 5.94646371679297 6.30708173560891 6.00767773869469 6.09094788021243 6.1444579533883 6.03889171844277 6.13863044823875 6.34553565299393
ACVR1C 5.91070754900779 5.81937023649932 5.80667804788077 5.92136816470157 5.74571798788863 5.83470314182986 5.90676441812797 5.85738267242137 5.86930438624158 5.95569370519101 5.83428282269067 5.81163958841765 5.8851545936259 5.94266278324778 6.03118117640063 5.90212555288164 6.080628710174 5.92443622579337 5.92473439997168 5.84172438754056
TMEM74 6.02703459705291 5.89705049388027 6.2087747294161 6.13031982173213 6.29518732392768 6.05224040008742 6.13352410585859 6.01051663008376 6.07432960757649 6.03634496762873 6.08253358435909 6.02579280575258 6.09808561670332 6.06564022509627 6.19980835501287 6.0735345867831 5.85095621593295 5.96703109593075 6.09072221676657 6.16174341628174
TIGD4 5.8118992706344 5.76137121544779 6.01181414924436 5.68985615739877 5.91553204511416 5.6945425407823 5.93287235759371 5.83639668697229 5.76543135417722 5.7620332829519 5.90479062808978 5.77821436599839 5.95679110094867 5.82459947987604 5.85516303969712 5.90615985352856 6.00174808179927 5.82331899099564 5.8932298926757 5.95610201574749
ART5 6.93637951823095 6.52615431046288 6.72095605299269 7.01825290934491 6.86022213805888 6.67469354005845 6.66072739822619 6.63870750143766 6.45895171598408 6.68174848837534 6.67129598181187 6.4557331485106 6.56418428740625 6.48637821683164 6.46466782401696 6.73340757573092 6.64905075688616 6.74629719415612 6.60402379316429 6.83369033572726
FAM71C 6.16377412656031 6.24562458993467 6.27935868535607 6.29859223026473 6.33311006679346 6.21999892175646 6.35184934710817 5.94865782402776 6.10002691671283 6.08633940244483 6.23982272829148 6.29073387405102 6.2244352578525 6.12799229420922 6.26080006700498 6.31041754042774 6.15777122159493 6.16017334999036 6.37008198388507 6.23923699023999
C21orf67 6.45781476811784 6.44915289921413 6.41094176271458 6.53603400889881 6.65095162504664 6.45681013570844 6.48712977713499 6.30193865630594 6.39810639972485 6.41454415322997 6.6850425478304 6.51448715793923 6.6265449889414 6.47042330315067 6.56481148245917 6.78672453376997 6.39693328224658 6.43876848006825 6.5704107217174 6.54414324796379
NLRP11 6.00292947203597 5.87366852710908 5.93037408408017 5.9397971766427 6.04397971439897 6.11745688203613 6.03601791574352 5.86182420199449 5.99437169431578 6.06155873030548 6.06160965302928 6.02579280575258 5.91031669258565 6.22627386573366 6.15766593669439 6.05192018141654 6.09122805516982 6.0077835357987 6.09072221676657 6.0798499350513
ATP6V1C2 5.96738943452255 5.99413917185737 6.06724767730627 6.00216838437967 6.10055081342261 6.01536557947669 5.96626888731998 6.11211573544672 5.82133067788738 5.96385182593536 5.97991483730275 6.06485301072941 6.04786621810612 6.00022402616187 5.98407271309966 5.92629398016891 6.11821189580013 6.04526928779177 5.98065416291305 5.95893320221797
CLDN19 6.81702679993832 6.77360363881399 6.68240433003224 6.61787287301043 6.86022213805888 6.55424331564778 6.59377356926378 6.5989895337235 6.64502038910566 6.68174848837534 6.90067581498752 6.77696296662444 6.82574931708625 6.70667446313208 6.70308853805164 6.64954511631939 6.70575116597672 6.69730744429641 6.5704107217174 6.79571760425406
VTI1A 6.07406923610993 6.24562458993467 6.13455906237264 6.29859223026473 6.15401036489513 6.07430841274731 6.26844069361259 6.16357338963955 6.19846983886942 6.13465925445757 6.10315838709999 6.14958364112222 6.03050343336229 6.12799229420922 6.06949800907416 6.0735345867831 6.14142094922677 6.37789086584144 6.37008198388507 6.18151052130495
KIF6 5.95347625211049 6.02990264063998 6.11539288852192 6.13031982173213 6.02092952023901 6.00706514300796 6.03601791574352 6.0698318416398 6.04816627295186 6.06155873030548 6.08253358435909 5.95967206931812 5.93516837491533 6.02252291402038 6.15766593669439 6.11581554084853 6.17393827158988 5.94621491328103 6.06681443021714 6.01522724011842
IQCD 6.439970713178 6.38444870989909 6.2087747294161 6.3377630683778 6.29518732392768 6.37026673124763 6.48712977713499 6.19942852939619 6.2452818192325 6.41454415322997 6.23982272829148 6.36923785721648 6.16264316755024 6.40477839277684 6.28057079829661 6.43253412850417 6.47729911600259 6.16017334999036 6.289738975242 6.3305938600344
TAGAP 5.87596504857619 5.89705049388027 5.81631154248499 5.77833351846483 5.76757833678704 5.86237652028809 5.8477125523274 5.88402746441384 5.81979232359284 6.01068270684353 5.73149608433576 5.81758042550512 5.93516837491533 5.83588224105658 5.95112482006886 5.93870643057885 5.78932664587694 5.88190126084106 5.94094511660958 5.87659087233628
STON2 6.02624199006782 6.05029946403864 5.97296000212616 6.00913897241237 6.06508520397495 5.94848168920356 6.03403141588634 5.89496083058862 6.0348429852642 6.00226981948137 6.04021922273618 5.9661174735951 5.90944510565843 6.03305571319573 6.04658762869113 6.01780283156597 6.00246442130827 5.91437662052055 6.04062655159768 6.04753858758486
SERPINA12 6.02703459705291 6.20872605222063 5.99471969587487 6.01422225736281 6.02092952023901 6.00706514300796 6.10975837922084 6.08907376142917 5.99437169431578 6.08633940244483 6.01882879244307 6.02579280575258 6.18353597912049 6.14819152729155 6.15766593669439 6.23569624888228 6.09122805516982 6.04741639964021 6.1142402696443 6.05862903954829
LETM2 6.50843581417194 6.48036529455517 6.38661334158323 6.40358699799425 6.49668991155865 6.49707755462873 6.43947108884014 6.50758854963673 6.33441912259789 6.42400142117005 6.40557272942106 6.65233315460705 6.46955887545257 6.53841904850416 6.67224412519252 6.64013501494314 6.61271122012717 6.59810872283458 6.52743201217331 6.60815033301606
